# Backlog — subjects queued for a future wave. Same "Category<TAB>Name"
# format wave.mjs reads, so a wave can be cut straight from this file
# (comment lines have no tab and are filtered out by the roster parser).
#
# ═══ LISTENABLE / WATCHABLE MIX (Tony's musing, 2026-08-08 — "feels
# possible in a way it didn't just an hour ago") ═══
# The mix as a PODCAST you play in the car; ultimately a generated SHOW.
# Phases:
#   (a) Drivable influence playlist: the music mix's songs + TTS-read
#       interstitials of the card text we already generate. Card copy IS
#       the script; the mix IS the running order. Nearest-term.
#   (b) Media-agnostic rich podcast: original research narration + CITED
#       AUDIO QUOTES stitched end-to-end — the watchable-receipts idea
#       becoming hearable (play the 1978 Dunham clip inside the episode).
#   (c) Dynamically generated video show: the influence mix as a watchable
#       multimedia episode; cards as scenes.
# THE RIGHTS LINE THAT SHAPES ALL THREE: embeds are page-level permission —
# a platform lets you EMBED in a page; it does NOT let you stitch its
# audio/video into a generated artifact. Stitchable inputs are exactly the
# three clean storage cases from the inline-media contemplation: public
# domain (LoC/AAPB-era material), first-party (agent-outreach recordings,
# artist-curated audio), licensed. So (a) works today as app-played
# playlist w/ TTS between PLATFORM-STREAMED songs (nothing stitched);
# (b)/(c) grow with the PD + first-party archive. The tech is near
# (transcripts, TTS, timestamps all exist in-house); rights is the design
# constraint, not capability.
#
# KANOPY DOORS BROKEN (Tony, 2026-08-09, reviewing comedy pages / Ali
# Wong): almost every Kanopy search link fails to produce results — same
# disease as Google Arts & Culture (fixed by falling back to a standard
# google search). Fix in src/lib/experience.js defaultExperienceLinks:
# replace the Kanopy search-url door with a google search scoped to the
# title, or drop Kanopy entirely.
#
# ═══ COMEDY (Tony, 2026-08-08): mine 10 comedians BEFORE SEPTEMBER ═══
# A category we haven't touched — and unusually well-suited to the current
# source stack: comedians self-document influence relentlessly (Fresh Air
# guest depth is deep; AAPB sweep already found Richard Pryor with 132
# online items — he's in the corpus as television and can anchor the
# neighborhood). Candidate roster below spans eras/styles — edit freely,
# then a wave can be cut straight from these rows (~$0.30/subject + the
# audio-source harvests on top).
#   - MEDIA PROVENANCE = citation ladder applied to embeds: official
#     channel/archive first-degree, fan upload third. Chip it on the card.
#   - proprietary storage only in three clean cases: public domain
#     (pre-1929 = preservation + differentiation, where platforms are
#     weakest), first-party (agent-outreach recordings, artist-curated
#     maps — the walled garden you're allowed to build because you grew
#     it), licensed (the whale conversations wearing product clothes).
#   - technically an `embed` field on the CLAIM {provider, id, degree,
#     license, TIMESTAMP} — play the 40 seconds of Sacre that Bausch
#     reinterpreted. Verification = oEmbed metadata check (dumb check,
#     no model judgment), tombstone fallback when embeds rot.
#   - ramp: v0 doors-as-players → v1 harvest-time embed candidates →
#     v2 PD self-hosting → v3 licensed/first-party.
# (Keith Jarrett, the first entry, was seeded same-day at Tony's request —
# 2026-07-31, $0.27 all-in: mix + Wikipedia harvest.)
#
# (V3-55/56: live-art thread resolved BOTH ways — Kitsou Dubois seeded
# 2026-07-31, and /s/live-art-in-microgravity built as the first concept
# subject. Remaining practitioner candidates for depth, when wanted:)
# (Pietronigro + Zivadinov seeded 2026-08-07 — microgravity neighborhood
# deepened for September.)
#
# (V3-56 article-resolution thread: BUILT as the title-match guard in
# V3-65 — a name-search article must match the subject or return nothing.)
#
# AAPB wiring session — TEED UP 2026-08-08, every endpoint validated live:
#   1. search: americanarchive.org/api.json?q="<name>"&fq=access_types:online
#      (Solr JSON; docs carry guid + PBCore xml with broadcast_date)
#   2. transcript: server-rendered INLINE in the item page html
#      (americanarchive.org/catalog/<guid>, div.transcript-content) —
#      fetchPageText/harvestSource reads it with zero new code
#   3. wrapper worth ~60 lines (mirror harvest-loc.mjs): search → skip
#      already-harvested urls → skip pages with no transcript-content →
#      harvestText with publication + broadcast_date passed DETERMINISTICALLY
#      from the PBCore metadata (dated citations, like LoC)
#   Validation case: cpb-aacip-529-pc2t43kf46 = 1988 Longhorn Radio "Forum"
#   Cunningham special, full transcript inline. 46 online Cunningham items.
#
# Fresh Air at scale — after the 5-transcript pilot (51 confirmed, $0.59,
# first-degree cited_as_influence in 4/5 mediums): the guests index
# (freshairarchive.org/guests/<a-z>) crossed against the corpus roster is
# the batch driver; segment pages harvest via harvestSource as-is.
